   1.3022534484743755e+02	   4.0816495946936966e+00	   7.2474719925741672e-05	   3.4804174767517427e-03	   1.9939018060351161e-05	
   1.1881874529875688e+02	  -8.0017947506007214e+00	   3.4186114571981931e-06	   3.4752523443134747e-03	   1.9984516197425482e-05	
   1.0841126395871977e+02	  -2.0129206264561997e+01	   6.2043636569937934e-04	   3.4709078836460483e-03	   1.9990783861425374e-05	
   9.8915386823649413e+01	  -1.1225462303051549e+01	   2.5510033588509254e-05	   3.4688358471979003e-03	   1.9965028926363884e-05	
   9.0251265350045074e+01	   6.9238921425038813e-01	  -2.3038960097904258e-04	   3.4648331688173677e-03	   2.0053460425122707e-05	
   8.2346045027413396e+01	  -6.4967759714472040e+00	   9.2225563105764768e-06	   3.4676506937669008e-03	   2.0067097426332080e-05	
   7.5133252762238499e+01	   1.4390409410772462e+00	  -1.5799575312038669e-04	   3.4731639544675098e-03	   2.0059481430433583e-05	
   6.8552237921750432e+01	   3.2548980018249010e+00	   1.6473483032230035e-04	   3.4788003805686293e-03	   2.0042838465407655e-05	
   6.2547662337363541e+01	  -1.5849018640863852e+01	   1.0504574865310791e-04	   3.4738509285885712e-03	   2.0080197692135839e-05	
   5.7069034979346291e+01	  -2.3090359934026985e+01	  -1.9591454542951153e-05	   3.4842751038562146e-03	   2.0099626735171727e-05	
   5.2070287389914490e+01	  -1.3347426952957091e+01	   5.9704549433479710e-04	   3.4782380392275702e-03	   2.0188423245193745e-05	
   4.7509386304666506e+01	  -4.5235409510771163e+00	   4.9585962026220962e-04	   3.4892974970472872e-03	   2.0240012361240516e-05	
   4.3347980204987678e+01	   1.0237547171498983e+01	  -4.9745743246142839e-05	   3.4796568401722987e-03	   2.0305721072388227e-05	
   3.9551076829368320e+01	   7.9390982770173126e+00	   1.2808486578415215e-04	   3.4878228076960448e-03	   2.0351996954703439e-05	
   3.6086748931905397e+01	  -1.1338858822835363e+01	   5.9143941123778398e-04	   3.4763613427967839e-03	   2.0314365688007876e-05	
   3.2925865813782295e+01	  -2.0643642007053376e+01	  -7.3499518197201266e-04	   3.4804928680791784e-03	   2.0367993988896292e-05	
   3.0041848370239318e+01	  -2.0358289827197216e+00	  -3.1093660946506321e-04	   3.4708138746963914e-03	   2.0449164724905212e-05	
   2.7410445593284045e+01	   3.6212637042193121e+00	   9.0487206246270784e-05	   3.4827173696894815e-03	   2.0461505266938304e-05	
   2.5009530650806610e+01	  -1.1774132375570206e+01	   2.8541558355675589e-05	   3.4760163144935074e-03	   2.0643621900457620e-05	
   2.2818914827378293e+01	  -7.2660319278272674e+00	   3.1426649719817706e-04	   3.4760225375714323e-03	   2.0645404719792733e-05	
   2.0820177762206470e+01	  -7.7410130059620332e+00	  -3.7590593046582613e-04	   3.4670861363713399e-03	   2.0676310740680325e-05	
   1.8996512556757729e+01	  -2.8367456140518378e+01	   1.2759021139323922e-04	   3.4920879321364479e-03	   2.0848139044675199e-05	
   1.7332584449596464e+01	   5.1122554290502160e+00	   2.3188926746577857e-04	   3.4777367935167349e-03	   2.0996655300198528e-05	
   1.5814401870069764e+01	  -2.6691997661537856e+00	   4.3922954415967872e-05	   3.4882023909152942e-03	   2.1050324378817156e-05	
   1.4429198786560006e+01	  -1.0407001758469663e+01	  -1.6402111470112599e-06	   3.4628224241294889e-03	   2.1162570869206204e-05	
   1.3165327360000004e+01	  -6.1424839818659640e+00	  -7.2231318558784515e-05	   3.4839722745651281e-03	   2.1280710791610106e-05	
   1.2012160000000000e+01	  -2.3882827850774596e+01	  -1.0323649133091642e-03	   3.4815950537566928e-03	   2.1433300639769267e-05	
   1.0960000000000001e+01	   2.0688378009973540e+00	  -1.3069161590769325e-04	   3.4927672681498100e-03	   2.1697732930111235e-05	
   1.0000000000000000e+01	  -7.0092225939985298e+00	  -5.7271320929608044e-04	   3.5023899384458690e-03	   2.1918317083780320e-05	
   9.1240875912408743e+00	   1.7810294720802111e+00	  -1.4951360806477986e-04	   3.4901607934236419e-03	   2.2009676901659279e-05	
   8.3248974372635711e+00	  -2.9517567259680753e+01	  -6.9552647257136065e-04	   3.5061975086553990e-03	   2.2337750401793370e-05	
   7.5957093405689511e+00	  -2.7885913941417243e+01	  -2.2725050851099519e-05	   3.4913403593569109e-03	   2.2589604404520129e-05	
   6.9303917340957586e+00	  -1.1424941726886154e+01	   4.4865388805511970e-04	   3.5108072641472309e-03	   2.2862177707483171e-05	
   6.3233501223501429e+00	  -3.5198386473180399e+01	  -3.3320390871314332e-04	   3.5146060749386390e-03	   2.3185806313143612e-05	
   5.7694800386406415e+00	  -1.1042768490740171e+01	   3.8808385047068237e-05	   3.5311899481104375e-03	   2.3646942177638564e-05	
   5.2641241228473001e+00	  -3.1147644618476807e+01	   8.7971535343913637e-05	   3.5498820772563028e-03	   2.4170924542711517e-05	
   4.8030329588022811e+00	  -3.4426372864110604e+01	   7.3676651579090079e-04	   3.5643768340029511e-03	   2.4711543312632749e-05	
   4.3823293419728842e+00	  -2.2962055768322198e+01	   1.1208868498086809e-04	   3.5729856092836768e-03	   2.5319471189128472e-05	
   3.9984756769825571e+00	  -1.2742121634804935e+01	  -3.0585423188985789e-04	   3.6095289408532862e-03	   2.5986643187526149e-05	
   3.6482442308235012e+00	  -3.2891547034214334e+01	  -4.0098176742231180e-04	   3.6221801497522271e-03	   2.6784491913567686e-05	
   3.3286899916272819e+00	  -6.2291290293824332e+01	  -1.4788627363524634e-03	   3.6456189966255844e-03	   2.7516637090706584e-05	
   3.0371259047694177e+00	  -3.3162377191290688e+01	   1.0541422691605306e-03	   3.6856786018573738e-03	   2.8690145416714662e-05	
   2.7711002780742859e+00	  -5.4625736611052986e+01	  -7.3618784867010264e-04	   3.7346290553378295e-03	   3.0285439161888247e-05	
   2.5283761661261730e+00	  -5.3503283927273706e+01	   4.3842710481441997e-04	   3.7873759613439597e-03	   3.1769267636445029e-05	
   2.3069125603340992e+00	  -7.0952581418793670e+01	  -7.4658030187347321e-04	   3.8649280812778747e-03	   3.4170469979593776e-05	
   2.1048472265822071e+00	  -6.8394468353123870e+01	   6.2887454147579397e-04	   3.9714300078060533e-03	   3.5968933162708779e-05	
   1.9204810461516488e+00	  -7.2699536960777095e+01	   1.3983683339683336e-03	   4.0590666761099814e-03	   3.9596303679789531e-05	
   1.7522637282405555e+00	  -5.8062599288913745e+01	  -6.6239012454009396e-04	   4.1967824871186393e-03	   4.4178186862832685e-05	
   1.5987807739421125e+00	  -1.0202431144360038e+02	   2.8185069572967346e-03	   4.3660988560192343e-03	   5.0887115253133733e-05	
   1.4587415820639711e+00	  -7.5995770808599573e+01	   7.3824937973165977e-03	   4.6019912021712343e-03	   6.1286532486638871e-05	
   1.3309685967736959e+00	  -1.0633689372268439e+02	  -3.8272046209149651e-03	   4.8648852752751128e-03	   7.7243627683182685e-05	
   1.2143874058154160e+00	  -1.2720148985003109e+02	  -1.8913577810146985e-02	   5.2136648523934430e-03	   1.0531480694888932e-04	
   1.1080177060359635e+00	  -1.4430795912294204e+02	   1.1508975317053678e-02	   5.6238712335333228e-03	   1.5917252735577465e-04	
   1.0109650602517914e+00	  -2.0405349287431349e+02	   2.2981527739489607e-01	   5.2717231645857650e-03	   2.1523128644875274e-04	
   9.2241337614214536e-01	  -2.1888796145256006e+02	  -8.4114654600206695e-01	   4.1534853003872300e-03	   3.6788132992081304e-05	
   8.4161804392531503e-01	  -2.1046623033731524e+02	  -9.2137790609925763e-01	   3.0573114321261930e-03	   1.6300437202363339e-05	
   7.6789967511433854e-01	  -2.0987289632124367e+02	  -9.5561307782416693e-01	   2.3377394914392995e-03	   1.0728698518787574e-05	
   7.0063838970286352e-01	  -2.4007863958346670e+02	  -9.7440833351884182e-01	   1.7552764843606866e-03	   7.2749272029680771e-06	
   6.3926860374348859e-01	  -2.2924788482641782e+02	  -9.8499667928300227e-01	   1.3513910006710303e-03	   5.0895691630911259e-06	
   5.8327427348858440e-01	  -2.5728352838440588e+02	   9.9168167505667515e-01	   9.8087996746933819e-04	   3.4450750057538319e-06	
   5.3218455610272308e-01	  -2.3895240423516117e+02	  -9.7673708237852996e-01	   1.2377814975674825e-03	   3.9448313659198657e-05	
   4.8556985045868883e-01	  -2.5516373234960071e+02	   9.9740716693848896e-01	   5.2697312254544625e-04	   1.8220433433928616e-06	
   4.4303818472508100e-01	  -2.5453591727303234e+02	  -9.9856799752294667e-01	   3.8380598780233627e-04	   1.2435494531789151e-06	
   4.0423192036959943e-01	  -2.5676778502067663e+02	  -9.9928357163133263e-01	   2.6415292647981959e-04	   8.3100526617500210e-07	
   3.6882474486277317e-01	  -2.2284697957182263e+02	  -9.9851935886333731e-01	   3.2204148012994369e-04	   7.5572579471422563e-06	
   3.3651892779450104e-01	  -2.5095027883558092e+02	  -9.9983343259293422e-01	   1.1577894699363282e-04	   3.9249963569262382e-07	
   3.0704281733074906e-01	  -2.3997262919907874e+02	  -9.9991224517038924e-01	   8.5915714978641565e-05	   2.7210109551138027e-07	
   2.8014855595871269e-01	  -2.2898809311919473e+02	  -9.9995999266692925e-01	   5.5976232117887127e-05	   1.8788783749081595e-07	
   2.5560999631269404e-01	  -2.4499484589596779e+02	  -9.9998178337059751e-01	   3.4858667591530760e-05	   1.2230680734982484e-07	
   2.3322079955537772e-01	  -2.5299876504113666e+02	   9.9999547194940885e-01	   1.6459763431897319e-05	   5.9608809120442894e-08	
   2.1279270032424971e-01	  -2.3073288889018423e+02	  -9.3031123563197016e-01	   1.3776704947800263e-03	   7.8346587883450889e-05	
   1.9415392365351250e-01	  -2.3308827463442935e+02	   6.9875457142314434e-01	   2.4709803221699416e-03	   1.3691095582020349e-04	
   1.7714774055977417e-01	  -2.3937382249014058e+02	  -6.1043107848777634e-01	   2.5495482758208614e-03	   1.4609751866468366e-04	
   1.6163115014577936e-01	  -2.5199999919599031e+02	  -9.9999999685933716e-01	   4.0200479792860334e-07	   1.5703312419086068e-09	
   1.4747367714030962e-01	  -2.5100000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.3455627476305621e-01	  -2.2900000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.2277032368891988e-01	  -2.4500000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.1201671869426998e-01	  -2.2000000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.0220503530499084e-01	  -2.5800000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   9.3252769438860253e-02	  -2.4000000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   8.5084643648595110e-02	  -2.4300000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.7631974131929835e-02	  -2.4100000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.0832093186067369e-02	  -2.5100000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   6.4627822250061459e-02	  -2.3800000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   5.8966991104070665e-02	  -2.4000000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   5.3801999182546231e-02	  -2.4300000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.9089415312542170e-02	  -2.2300000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.4789612511443581e-02	  -2.4700000000000000e+02	  -1.2500000000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.0866434773214944e-02	  -2.0800000000000000e+02	  -3.7500000000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.7286893041254508e-02	  -2.1900000000000000e+02	  -3.7500000000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.4020887811363601e-02	  -2.2800000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.1040956032266056e-02	  -2.2200000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.8322040175425233e-02	  -2.4500000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.5841277532322290e-02	  -2.4500000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.3577807967447344e-02	  -2.6100000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.1512598510444656e-02	  -2.3000000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.9628283312449500e-02	  -2.4000000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.7909017620848081e-02	  -2.1600000000000000e+02	  -1.2500000000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.6340344544569417e-02	  -2.5800000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.4909073489570634e-02	  -2.1300000000000000e+02	  -6.2500000000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.3603169242308975e-02	  -2.2300000000000000e+02	   1.2500000000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.2411650768530085e-02	  -2.5000000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.1324498876396060e-02	  -2.4500000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.0332571967514652e-02	  -2.2500000000000000e+02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   9.4275291674403763e-03	  -2.2500000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   8.6017601892704170e-03	  -2.2000000000000000e+02	  -5.0000000000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.8483213405751966e-03	  -2.4400000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   7.1608771355613091e-03	  -2.1900000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   6.5336470214975460e-03	  -2.0900000000000000e+02	  -2.5000000000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	
   5.9613567714393656e-03	  -2.3800000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   5.4391941345249689e-03	  -2.2600000000000000e+02	  -2.5000000000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.9627683709169415e-03	  -2.3500000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.5280733311285955e-03	  -2.3700000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   4.1314537692779159e-03	  -2.3100000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.7695746070053973e-03	  -2.5400000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.4393928896034646e-03	  -2.2600000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   3.1381321985433064e-03	  -2.5300000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.8632593052402427e-03	  -2.3900000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.6124628697447470e-03	  -2.1900000000000000e+02	  -2.5000000000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.3836340052415571e-03	  -2.2100000000000000e+02	  -6.2500000000000000e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	
   2.1748485449284284e-03	  -2.3200000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.9843508621609743e-03	  -2.3400000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.8105391078111080e-03	  -2.3100000000000000e+02	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.6519517407035654e-03	  -2.6000000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.5072552378682165e-03	  -2.2800000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.3752328812666208e-03	  -2.5000000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.2547745267031212e-03	  -2.4500000000000000e+02	   1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.1448672688897088e-03	  -2.4300000000000000e+02	  -1.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
